,assymetry,border,diameter,color_r,color_g,color_b,label
0,0.6432686874440344,0.048770495800860306,13.059999999999999,81.70313114569872,93.94006948736678,108.61789440167819,1.0
1,0.3418296609401378,0.03082975194381586,20.66,116.68415720811758,138.87789716801038,167.7988028354075,1.0
2,0.6835961342073842,0.04356653044864813,14.62,91.54198638352183,108.74559155947502,151.73643157546726,1.0
3,-0.0059723328023630114,0.19658724541951716,3.24,57.08056991308051,78.25214394951314,103.01684186073524,1.0
4,0.7503365754261577,0.03289993156814234,19.36,55.71683218068577,68.85731566598383,91.6892635033395,1.0
5,0.8521401891411398,0.0240537264032944,26.48,76.02871314772818,95.94625095442683,115.25567784248254,1.0
6,0.527595612200996,0.060661207158022444,10.5,113.53437827377488,137.12986155569783,183.03977454603654,1.0
7,0.06515761190220244,0.041199396840830245,15.46,73.20598714775412,87.23681051404813,116.33489502386333,1.0
8,0.5159900308716697,0.03558338967370032,17.9,76.28333296718148,105.80676568744346,162.05036119216382,1.0
9,0.06277124695825781,0.023784267182943825,26.78,84.01171036201205,93.98943090928934,119.2878427392779,1.0
10,0.7765029139992978,0.02610420799832933,24.4,78.08011982881598,103.74754636233952,145.37387624821685,1.0
11,0.20643433349080542,0.030446590590785635,20.92,79.3419189613576,109.47061763850944,162.4077183966773,1.0
12,0.8439446078286,0.044109603542883354,14.44,93.94312324686608,110.38230011170411,150.44453469033138,1.0
13,0.6326048472374504,0.07674008134448622,8.3,66.43074197120708,84.36275526024363,111.77217275747509,1.0
14,0.09102008128572991,0.025913046182230906,24.58,70.28423483517822,94.48605071623939,153.6639249884533,1.0
15,0.19194600576989315,0.06486177954778367,9.82,102.3342881188265,122.83650810056042,159.47541357046887,1.0
16,0.8128218397651213,0.07440919102327519,8.56,106.40903624313643,123.41550874433477,162.48409142443822,1.0
17,0.3420859474569515,0.06566419331538513,9.7,51.28506737137451,69.28045849510076,134.51289680597696,1.0
18,0.6276359160569221,0.10441683199331732,6.1,78.24734421816667,118.79026133213696,166.2311451506946,1.0
19,0.44272751490459655,0.056366608421171284,11.3,99.06356890757506,110.45460102873027,131.29151814924072,1.0
20,0.6580183027592037,0.055774314812542525,11.42,77.60441123665895,99.26788903913884,143.16971419403635,1.0
21,0.7554203239332513,0.051366344770906104,12.4,61.688191394055636,86.20811051517532,156.24628066339625,1.0
22,0.8374608200712887,0.04010974024932214,15.88,67.10143647782081,92.4669767084389,146.0392245358163,1.0
23,0.48604164789318105,0.03720459551163759,17.12,71.46849237223334,88.27653004516908,107.57573098559966,1.0
24,0.5113162693676132,0.024997750202481777,25.48,97.5400375868604,119.79282154137714,165.27306380290588,1.0
25,0.22005344719444672,0.029031115549646106,21.94,92.34641234840133,120.61531477398016,169.23285942668136,1.0
26,-0.04403122338878197,0.03359402295143648,18.96,82.50147050624842,129.14380614261813,185.60212934592502,1.0
27,0.6974519974745038,0.02783840363458198,22.88,88.18739535433541,117.36841797302014,150.3046475227616,1.0
28,0.29161032417584043,0.035151361763754725,18.119999999999997,100.89583272058823,124.1929656862745,151.154625,1.0
29,0.15872894655473263,0.09535069987413707,6.68,102.69916529830323,122.422678343368,174.00280514504652,1.0
30,0.8172136077631513,0.049839019965511405,12.78,97.81032906482223,131.69542842830862,187.51465313771962,1.0
31,0.9769440941564526,0.031284021373243404,20.36,72.52281559999864,91.10164351871033,125.70074379250826,1.0
32,-0.0996639195970814,0.03116157901953208,20.44,76.85220905363524,96.1780299653258,168.58714226963042,1.0
33,-0.10827406441673446,0.10207414666013391,6.24,89.8197285012222,107.0734450827359,172.11489758582343,1.0
34,0.8810314623796752,0.07205233881891807,8.84,94.63528506910161,123.78062067699088,187.10634436102632,1.0
35,0.45416498043229986,0.0348056106644391,18.3,95.63660530226761,110.91288952011122,180.74351838534926,1.0
36,-0.3571487192191053,0.037423188904772954,17.02,93.16719861946794,118.41582766672867,184.4111018711596,1.0
37,0.8703393365676403,0.05263989050902774,12.1,93.49383949383949,112.58271173271173,161.63440448440448,1.0
38,-0.04659809005438926,0.056366608421171284,11.3,93.15624476163173,111.49772135875637,174.89305034003374,1.0
39,0.8816197793770069,0.028059148685428883,22.7,93.88083502262391,114.62301772157781,157.49333751541658,1.0
40,0.11913192677987111,0.027814090618307235,22.9,105.64376971243043,131.27006957328385,165.5550858070501,1.0
41,0.2451527711447509,0.07061448726820795,9.02,67.59195400725481,89.43974265964,151.95134350831566,1.0
42,0.9337486299578698,0.06281485948315933,10.14,97.49790184949528,130.46339459282217,172.47471679847607,1.0
